,Topic,Username,Repo_name,URL,Stars
0,3D,mrdoob,three.js,https://github.com/mrdoob/three.js,73200
1,3D,libgdx,libgdx,https://github.com/libgdx/libgdx,18700
2,3D,BabylonJS,Babylon.js,https://github.com/BabylonJS/Babylon.js,14500
3,3D,pmndrs,react-three-fiber,https://github.com/pmndrs/react-three-fiber,14100
4,3D,aframevr,aframe,https://github.com/aframevr/aframe,12900
5,3D,ssloy,tinyrenderer,https://github.com/ssloy/tinyrenderer,11000
6,3D,lettier,3d-game-shaders-for-beginners,https://github.com/lettier/3d-game-shaders-for-beginners,10800
7,3D,FreeCAD,FreeCAD,https://github.com/FreeCAD/FreeCAD,9600
8,3D,metafizzy,zdog,https://github.com/metafizzy/zdog,8600
9,3D,CesiumGS,cesium,https://github.com/CesiumGS/cesium,7300
10,3D,timzhang642,3D-Machine-Learning,https://github.com/timzhang642/3D-Machine-Learning,6900
11,3D,a1studmuffin,SpaceshipGenerator,https://github.com/a1studmuffin/SpaceshipGenerator,6800
12,3D,isl-org,Open3D,https://github.com/isl-org/Open3D,4900
13,3D,spritejs,spritejs,https://github.com/spritejs/spritejs,4600
14,3D,tensorspace-team,tensorspace,https://github.com/tensorspace-team/tensorspace,4500
15,3D,jagenjo,webglstudio.js,https://github.com/jagenjo/webglstudio.js,4400
16,3D,YadiraF,PRNet,https://github.com/YadiraF/PRNet,4400
17,3D,AaronJackson,vrn,https://github.com/AaronJackson/vrn,4400
18,3D,openscad,openscad,https://github.com/openscad/openscad,4100
19,3D,domlysz,BlenderGIS,https://github.com/domlysz/BlenderGIS,4100
20,3D,ssloy,tinyraytracer,https://github.com/ssloy/tinyraytracer,3800
21,3D,mosra,magnum,https://github.com/mosra/magnum,3600
22,3D,google,model-viewer,https://github.com/google/model-viewer,3200
23,3D,gfxfundamentals,webgl-fundamentals,https://github.com/gfxfundamentals/webgl-fundamentals,3100
24,3D,blender,blender,https://github.com/blender/blender,3100
25,3D,cleardusk,3DDFA,https://github.com/cleardusk/3DDFA,3000
26,3D,jasonlong,isometric-contributions,https://github.com/jasonlong/isometric-contributions,3000
27,3D,antvis,L7,https://github.com/antvis/L7,2400
28,3D,cnr-isti-vclab,meshlab,https://github.com/cnr-isti-vclab/meshlab,2300
29,3D,pissang,claygl,https://github.com/pissang/claygl,2300
0,Ajax,metafizzy,infinite-scroll,https://github.com/metafizzy/infinite-scroll,6900
1,Ajax,ljianshu,Blog,https://github.com/ljianshu/Blog,6600
2,Ajax,developit,unfetch,https://github.com/developit/unfetch,5100
3,Ajax,jquery-form,form,https://github.com/jquery-form/form,5100
4,Ajax,Studio-42,elFinder,https://github.com/Studio-42/elFinder,4100
5,Ajax,olifolkerd,tabulator,https://github.com/olifolkerd/tabulator,4100
6,Ajax,ded,reqwest,https://github.com/ded/reqwest,2900
7,Ajax,dwyl,learn-to-send-email-via-google-script-html-no-server,https://github.com/dwyl/learn-to-send-email-via-google-script-html-no-server,2600
8,Ajax,LeaVerou,bliss,https://github.com/LeaVerou/bliss,2300
9,Ajax,elbywan,wretch,https://github.com/elbywan/wretch,2200
10,Ajax,noelboss,featherlight,https://github.com/noelboss/featherlight,2000
11,Ajax,craftpip,jquery-confirm,https://github.com/craftpip/jquery-confirm,1700
12,Ajax,wendux,Ajax-hook,https://github.com/wendux/Ajax-hook,1700
13,Ajax,ptaoussanis,sente,https://github.com/ptaoussanis/sente,1600
14,Ajax,yisainan,web-interview,https://github.com/yisainan/web-interview,1500
15,Ajax,joaomilho,Enterprise,https://github.com/joaomilho/Enterprise,1500
16,Ajax,nette,tracy,https://github.com/nette/tracy,1400
17,Ajax,u014427391,jeeplatform,https://github.com/u014427391/jeeplatform,1300
18,Ajax,MoOx,pjax,https://github.com/MoOx/pjax,1200
19,Ajax,loadingio,css-spinner,https://github.com/loadingio/css-spinner,1100
20,Ajax,codingforentrepreneurs,eCommerce,https://github.com/codingforentrepreneurs/eCommerce,1100
21,Ajax,danielm,uploader,https://github.com/danielm/uploader,1100
22,Ajax,renderedtext,render_async,https://github.com/renderedtext/render_async,1000
23,Ajax,swlib,saber,https://github.com/swlib/saber,914
24,Ajax,webcreate,infinite-ajax-scroll,https://github.com/webcreate/infinite-ajax-scroll,823
25,Ajax,opensource-socialnetwork,opensource-socialnetwork,https://github.com/opensource-socialnetwork/opensource-socialnetwork,762
26,Ajax,proyecto26,RestClient,https://github.com/proyecto26/RestClient,762
27,Ajax,rapidjs,rapid.js,https://github.com/rapidjs/rapid.js,706
28,Ajax,csxiaoyaojianxian,JavaScriptStudy,https://github.com/csxiaoyaojianxian/JavaScriptStudy,552
29,Ajax,cferdinandi,atomic,https://github.com/cferdinandi/atomic,530
0,Algorithm,jwasham,coding-interview-university,https://github.com/jwasham/coding-interview-university,189000
1,Algorithm,CyC2018,CS-Notes,https://github.com/CyC2018/CS-Notes,136000
2,Algorithm,trekhleb,javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,115000
3,Algorithm,TheAlgorithms,Python,https://github.com/TheAlgorithms/Python,114000
4,Algorithm,yangshun,tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,55800
5,Algorithm,kdn251,interviews,https://github.com/kdn251/interviews,53200
6,Algorithm,azl397985856,leetcode,https://github.com/azl397985856/leetcode,43400
7,Algorithm,algorithm-visualizer,algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,35100
8,Algorithm,crossoverJie,JCSprout,https://github.com/crossoverJie/JCSprout,26300
9,Algorithm,donnemartin,interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,23300
10,Algorithm,huihut,interview,https://github.com/huihut/interview,19700
11,Algorithm,keon,algorithms,https://github.com/keon/algorithms,19500
12,Algorithm,halfrost,LeetCode-Go,https://github.com/halfrost/LeetCode-Go,19300
13,Algorithm,trekhleb,homemade-machine-learning,https://github.com/trekhleb/homemade-machine-learning,18100
14,Algorithm,mxgmn,WaveFunctionCollapse,https://github.com/mxgmn/WaveFunctionCollapse,16700
15,Algorithm,youngyangyang04,leetcode-master,https://github.com/youngyangyang04/leetcode-master,14000
16,Algorithm,TheAlgorithms,C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,13600
17,Algorithm,AtsushiSakai,PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,12800
18,Algorithm,OpenGenus,cosmos,https://github.com/OpenGenus/cosmos,12700
19,Algorithm,greyireland,algorithm-pattern,https://github.com/greyireland/algorithm-pattern,12400
20,Algorithm,TheAlgorithms,Javascript,https://github.com/TheAlgorithms/Javascript,11800
21,Algorithm,williamfiset,Algorithms,https://github.com/williamfiset/Algorithms,10500
22,Algorithm,apachecn,apachecn-algo-zh,https://github.com/apachecn/apachecn-algo-zh,10400
23,Algorithm,halfrost,Halfrost-Field,https://github.com/halfrost/Halfrost-Field,9300
24,Algorithm,lnishan,awesome-competitive-programming,https://github.com/lnishan/awesome-competitive-programming,8600
25,Algorithm,Blankj,awesome-java-leetcode,https://github.com/Blankj/awesome-java-leetcode,8200
26,Algorithm,jeffgerickson,algorithms,https://github.com/jeffgerickson/algorithms,7200
27,Algorithm,mgechev,javascript-algorithms,https://github.com/mgechev/javascript-algorithms,6800
28,Algorithm,LeetCode-OpenSource,vscode-leetcode,https://github.com/LeetCode-OpenSource/vscode-leetcode,6700
29,Algorithm,OlafenwaMoses,ImageAI,https://github.com/OlafenwaMoses/ImageAI,6400
0,Amp,amphp,amp,https://github.com/amphp/amp,3300
1,Amp,danog,MadelineProto,https://github.com/danog/MadelineProto,1600
2,Amp,amphp,http-server,https://github.com/amphp/http-server,1100
3,Amp,unreal4u,telegram-api,https://github.com/unreal4u/telegram-api,659
4,Amp,amphp,http-client,https://github.com/amphp/http-client,575
5,Amp,amphp,parallel,https://github.com/amphp/parallel,505
6,Amp,php-service-bus,service-bus,https://github.com/php-service-bus/service-bus,296
7,Amp,amphp,mysql,https://github.com/amphp/mysql,241
8,Amp,amphp,byte-stream,https://github.com/amphp/byte-stream,239
9,Amp,amphp,parallel-functions,https://github.com/amphp/parallel-functions,191
10,Amp,amphp,process,https://github.com/amphp/process,136
11,Amp,amphp,socket,https://github.com/amphp/socket,135
12,Amp,amphp,redis,https://github.com/amphp/redis,114
13,Amp,kelunik,acme,https://github.com/kelunik/acme,103
14,Amp,amphp,dns,https://github.com/amphp/dns,93
15,Amp,PeeHaa,mailgrab,https://github.com/PeeHaa/mailgrab,92
16,Amp,amphp,websocket-client,https://github.com/amphp/websocket-client,88
17,Amp,amphp,sync,https://github.com/amphp/sync,78
18,Amp,jolicode,asynit,https://github.com/jolicode/asynit,67
19,Amp,amphp,websocket-server,https://github.com/amphp/websocket-server,65
20,Amp,amphp,postgres,https://github.com/amphp/postgres,57
21,Amp,amphp,file,https://github.com/amphp/file,56
22,Amp,amphp,cache,https://github.com/amphp/cache,55
23,Amp,amphp,beanstalk,https://github.com/amphp/beanstalk,54
24,Amp,amphp,windows-registry,https://github.com/amphp/windows-registry,51
25,Amp,amphp,hpack,https://github.com/amphp/hpack,50
26,Amp,amphp,serialization,https://github.com/amphp/serialization,48
27,Amp,phpinnacle,ridge,https://github.com/phpinnacle/ridge,42
28,Amp,Room-11,Jeeves,https://github.com/Room-11/Jeeves,41
29,Amp,amphp,aerys,https://github.com/amphp/aerys,40
0,Android,flutter,flutter,https://github.com/flutter/flutter,127000
1,Android,justjavac,free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,81700
2,Android,Genymobile,scrcpy,https://github.com/Genymobile/scrcpy,52600
3,Android,Hack-with-Github,Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,45200
4,Android,google,material-design-icons,https://github.com/google/material-design-icons,43500
5,Android,wasabeef,awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,41000
6,Android,square,okhttp,https://github.com/square/okhttp,40500
7,Android,android,architecture-samples,https://github.com/android/architecture-samples,39200
8,Android,square,retrofit,https://github.com/square/retrofit,38500
9,Android,Solido,awesome-flutter,https://github.com/Solido/awesome-flutter,36800
10,Android,PhilJay,MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,33700
11,Android,fastlane,fastlane,https://github.com/fastlane/fastlane,32700
12,Android,shadowsocks,shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,31700
13,Android,airbnb,lottie-android,https://github.com/airbnb/lottie-android,31500
14,Android,bumptech,glide,https://github.com/bumptech/glide,31500
15,Android,Trinea,android-open-project,https://github.com/Trinea/android-open-project,30700
16,Android,Blankj,AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,29700
17,Android,xitu,gold-miner,https://github.com/xitu/gold-miner,29300
18,Android,bilibili,ijkplayer,https://github.com/bilibili/ijkplayer,29200
19,Android,zxing,zxing,https://github.com/zxing/zxing,28200
20,Android,codepath,android_guides,https://github.com/codepath/android_guides,27500
21,Android,skylot,jadx,https://github.com/skylot/jadx,26700
22,Android,square,leakcanary,https://github.com/square/leakcanary,26500
23,Android,laurent22,joplin,https://github.com/laurent22/joplin,24400
24,Android,alibaba,fastjson,https://github.com/alibaba/fastjson,23600
25,Android,scwang90,SmartRefreshLayout,https://github.com/scwang90/SmartRefreshLayout,22800
26,Android,CymChad,BaseRecyclerViewAdapterHelper,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,22100
27,Android,react-native-elements,react-native-elements,https://github.com/react-native-elements/react-native-elements,21000
28,Android,google,iosched,https://github.com/google/iosched,20700
29,Android,NativeScript,NativeScript,https://github.com/NativeScript/NativeScript,20300
0,Angular,justjavac,free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,81700
1,Angular,angular,angular,https://github.com/angular/angular,75400
2,Angular,storybookjs,storybook,https://github.com/storybookjs/storybook,63700
3,Angular,ionic-team,ionic-framework,https://github.com/ionic-team/ionic-framework,45000
4,Angular,leonardomso,33-js-concepts,https://github.com/leonardomso/33-js-concepts,42100
5,Angular,prettier,prettier,https://github.com/prettier/prettier,40200
6,Angular,SheetJS,sheetjs,https://github.com/SheetJS/sheetjs,26300
7,Angular,angular,angular-cli,https://github.com/angular/angular-cli,24700
8,Angular,angular,components,https://github.com/angular/components,21600
9,Angular,NativeScript,NativeScript,https://github.com/NativeScript/NativeScript,20300
10,Angular,Eugeny,tabby,https://github.com/Eugeny/tabby,18700
11,Angular,jhipster,generator-jhipster,https://github.com/jhipster/generator-jhipster,18700
12,Angular,handsontable,handsontable,https://github.com/handsontable/handsontable,15500
13,Angular,teambit,bit,https://github.com/teambit/bit,13800
14,Angular,sweetalert2,sweetalert2,https://github.com/sweetalert2/sweetalert2,13300
15,Angular,goldbergyoni,javascript-testing-best-practices,https://github.com/goldbergyoni/javascript-testing-best-practices,12800
16,Angular,linnovate,mean,https://github.com/linnovate/mean,12100
17,Angular,coreui,coreui-free-bootstrap-admin-template,https://github.com/coreui/coreui-free-bootstrap-admin-template,10900
18,Angular,codesandbox,codesandbox-client,https://github.com/codesandbox/codesandbox-client,10800
19,Angular,PatrickJS,angular-starter,https://github.com/PatrickJS/angular-starter,10400
20,Angular,Chocobozzz,PeerTube,https://github.com/Chocobozzz/PeerTube,9500
21,Angular,angular,protractor,https://github.com/angular/protractor,8800
22,Angular,OnsenUI,OnsenUI,https://github.com/OnsenUI/OnsenUI,8400
23,Angular,text-mask,text-mask,https://github.com/text-mask/text-mask,8000
24,Angular,PatrickJS,awesome-angular,https://github.com/PatrickJS/awesome-angular,8000
25,Angular,nrwl,nx,https://github.com/nrwl/nx,8000
26,Angular,ng-bootstrap,ng-bootstrap,https://github.com/ng-bootstrap/ng-bootstrap,7800
27,Angular,NG-ZORRO,ng-zorro-antd,https://github.com/NG-ZORRO/ng-zorro-antd,7600
28,Angular,ag-grid,ag-grid,https://github.com/ag-grid/ag-grid,7400
29,Angular,rematch,rematch,https://github.com/rematch/rematch,7400
0,Ansible,ansible,ansible,https://github.com/ansible/ansible,49200
1,Ansible,StreisandEffect,streisand,https://github.com/StreisandEffect/streisand,22500
2,Ansible,trailofbits,algo,https://github.com/trailofbits/algo,21200
3,Ansible,bregman-arie,devops-exercises,https://github.com/bregman-arie/devops-exercises,12200
4,Ansible,kubernetes-sigs,kubespray,https://github.com/kubernetes-sigs/kubespray,11000
5,Ansible,ansible,awx,https://github.com/ansible/awx,10000
6,Ansible,easzlab,kubeasz,https://github.com/easzlab/kubeasz,7200
7,Ansible,geerlingguy,ansible-for-devops,https://github.com/geerlingguy/ansible-for-devops,4800
8,Ansible,rundeck,rundeck,https://github.com/rundeck/rundeck,4300
9,Ansible,ansible-semaphore,semaphore,https://github.com/ansible-semaphore/semaphore,4200
10,Ansible,geerlingguy,mac-dev-playbook,https://github.com/geerlingguy/mac-dev-playbook,3800
11,Ansible,Tikam02,DevOps-Guide,https://github.com/Tikam02/DevOps-Guide,3800
12,Ansible,KubeOperator,KubeOperator,https://github.com/KubeOperator/KubeOperator,3600
13,Ansible,ansible-community,molecule,https://github.com/ansible-community/molecule,3100
14,Ansible,clong,DetectionLab,https://github.com/clong/DetectionLab,2900
15,Ansible,opendevops-cn,opendevops,https://github.com/opendevops-cn/opendevops,2800
16,Ansible,welliamcao,OpsManage,https://github.com/welliamcao/OpsManage,2800
17,Ansible,ansible-community,ansible-lint,https://github.com/ansible-community/ansible-lint,2500
18,Ansible,werf,werf,https://github.com/werf/werf,2500
19,Ansible,netbootxyz,netboot.xyz,https://github.com/netbootxyz/netboot.xyz,2500
20,Ansible,alixaxel,chrome-aws-lambda,https://github.com/alixaxel/chrome-aws-lambda,2300
21,Ansible,dev-sec,ansible-collection-hardening,https://github.com/dev-sec/ansible-collection-hardening,2300
22,Ansible,roots,trellis,https://github.com/roots/trellis,2200
23,Ansible,ansistrano,deploy,https://github.com/ansistrano/deploy,2100
24,Ansible,openshift,openshift-ansible,https://github.com/openshift/openshift-ansible,2000
25,Ansible,litmuschaos,litmus,https://github.com/litmuschaos/litmus,2000
26,Ansible,fboender,ansible-cmdb,https://github.com/fboender/ansible-cmdb,1900
27,Ansible,pytest-dev,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,1900
28,Ansible,leucos,ansible-tuto,https://github.com/leucos/ansible-tuto,1900
29,Ansible,Artemmkin,infrastructure-as-code-tutorial,https://github.com/Artemmkin/infrastructure-as-code-tutorial,1900
0,API,public-apis,public-apis,https://github.com/public-apis/public-apis,145000
1,API,httpie,httpie,https://github.com/httpie/httpie,51500
2,API,neovim,neovim,https://github.com/neovim/neovim,45900
3,API,strapi,strapi,https://github.com/strapi/strapi,38000
4,API,tiangolo,fastapi,https://github.com/tiangolo/fastapi,34200
5,API,slatedocs,slate,https://github.com/slatedocs/slate,32900
6,API,hoppscotch,hoppscotch,https://github.com/hoppscotch/hoppscotch,30300
7,API,YMFE,yapi,https://github.com/YMFE/yapi,21900
8,API,littlecodersh,ItChat,https://github.com/littlecodersh/ItChat,21600
9,API,encode,django-rest-framework,https://github.com/encode/django-rest-framework,21500
10,API,Binaryify,NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,20800
11,API,ccxt,ccxt,https://github.com/ccxt/ccxt,20500
12,API,paularmstrong,normalizr,https://github.com/paularmstrong/normalizr,20300
13,API,FallibleInc,security-guide-for-developers,https://github.com/FallibleInc/security-guide-for-developers,19800
14,API,microsoft,api-guidelines,https://github.com/microsoft/api-guidelines,17400
15,API,Kong,insomnia,https://github.com/Kong/insomnia,17100
16,API,shieldfy,API-Security-Checklist,https://github.com/shieldfy/API-Security-Checklist,15800
17,API,learn-anything,learn-anything,https://github.com/learn-anything/learn-anything,13200
18,API,youfou,wxpy,https://github.com/youfou/wxpy,12900
19,API,jsdoc,jsdoc,https://github.com/jsdoc/jsdoc,12200
20,API,BrainJS,brain.js,https://github.com/BrainJS/brain.js,12100
21,API,directus,directus,https://github.com/directus/directus,11700
22,API,ChainSafe,web3.js,https://github.com/ChainSafe/web3.js,10800
23,API,graphile,postgraphile,https://github.com/graphile/postgraphile,10500
24,API,postmanlabs,httpbin,https://github.com/postmanlabs/httpbin,10100
25,API,go-chi,chi,https://github.com/go-chi/chi,9800
26,API,ruby-grape,grape,https://github.com/ruby-grape/grape,9300
27,API,OpenAPITools,openapi-generator,https://github.com/OpenAPITools/openapi-generator,9300
28,API,star7th,showdoc,https://github.com/star7th/showdoc,9200
29,API,zealdocs,zeal,https://github.com/zealdocs/zeal,8900
0,Arduino,arendst,Tasmota,https://github.com/arendst/Tasmota,15600
1,Arduino,rwaldron,johnny-five,https://github.com/rwaldron/johnny-five,12300
2,Arduino,arduino,Arduino,https://github.com/arduino/Arduino,11900
3,Arduino,MarlinFirmware,Marlin,https://github.com/MarlinFirmware/Marlin,11600
4,Arduino,SpacehuhnTech,esp8266_deauther,https://github.com/SpacehuhnTech/esp8266_deauther,8800
5,Arduino,tinygo-org,tinygo,https://github.com/tinygo-org/tinygo,8400
6,Arduino,hybridgroup,gobot,https://github.com/hybridgroup/gobot,7300
7,Arduino,espressif,arduino-esp32,https://github.com/espressif/arduino-esp32,7100
8,Arduino,gurugio,lowlevelprogramming-university,https://github.com/gurugio/lowlevelprogramming-university,7000
9,Arduino,bblanchon,ArduinoJson,https://github.com/bblanchon/ArduinoJson,5300
10,Arduino,platformio,platformio-core,https://github.com/platformio/platformio-core,5300
11,Arduino,tzapu,WiFiManager,https://github.com/tzapu/WiFiManager,4700
12,Arduino,hybridgroup,cylon,https://github.com/hybridgroup/cylon,3800
13,Arduino,Arduino-IRremote,Arduino-IRremote,https://github.com/Arduino-IRremote/Arduino-IRremote,3300
14,Arduino,blynkkk,blynk-library,https://github.com/blynkkk/blynk-library,3200
15,Arduino,NectarJS,nectarjs,https://github.com/NectarJS/nectarjs,3000
16,Arduino,arduino,arduino-cli,https://github.com/arduino/arduino-cli,3000
17,Arduino,gioblu,PJON,https://github.com/gioblu/PJON,2600
18,Arduino,1technophile,OpenMQTTGateway,https://github.com/1technophile/OpenMQTTGateway,2300
19,Arduino,scottlawsonbc,audio-reactive-led-strip,https://github.com/scottlawsonbc/audio-reactive-led-strip,2100
20,Arduino,isl-org,OpenBot,https://github.com/isl-org/OpenBot,1900
21,Arduino,Serial-Studio,Serial-Studio,https://github.com/Serial-Studio/Serial-Studio,1800
22,Arduino,crankyoldgit,IRremoteESP8266,https://github.com/crankyoldgit/IRremoteESP8266,1800
23,Arduino,scottbez1,splitflap,https://github.com/scottbez1/splitflap,1800
24,Arduino,nRF24,RF24,https://github.com/nRF24/RF24,1800
25,Arduino,stm32duino,Arduino_Core_STM32,https://github.com/stm32duino/Arduino_Core_STM32,1600
26,Arduino,ThingPulse,esp8266-oled-ssd1306,https://github.com/ThingPulse/esp8266-oled-ssd1306,1500
27,Arduino,blinker-iot,blinker-library,https://github.com/blinker-iot/blinker-library,1400
28,Arduino,Bodmer,TFT_eSPI,https://github.com/Bodmer/TFT_eSPI,1400
29,Arduino,vshymanskyy,TinyGSM,https://github.com/vshymanskyy/TinyGSM,1300
0,ASP.NET,aspnetboilerplate,aspnetboilerplate,https://github.com/aspnetboilerplate/aspnetboilerplate,9700
1,ASP.NET,dotnet,AspNetCore.Docs,https://github.com/dotnet/AspNetCore.Docs,9500
2,ASP.NET,bitwarden,server,https://github.com/bitwarden/server,8100
3,ASP.NET,ElectronNET,Electron.NET,https://github.com/ElectronNET/Electron.NET,5800
4,ASP.NET,RicoSuter,NSwag,https://github.com/RicoSuter/NSwag,4500
5,ASP.NET,thangchung,clean-code-dotnet,https://github.com/thangchung/clean-code-dotnet,4000
6,ASP.NET,JimBobSquarePants,ImageProcessor,https://github.com/JimBobSquarePants/ImageProcessor,2400
7,ASP.NET,smartstore,SmartStoreNET,https://github.com/smartstore/SmartStoreNET,2300
8,ASP.NET,microsoft,aspnet-api-versioning,https://github.com/microsoft/aspnet-api-versioning,2100
9,ASP.NET,loic-sharma,BaGet,https://github.com/loic-sharma/BaGet,1700
10,ASP.NET,TrilonIO,aspnetcore-angular-universal,https://github.com/TrilonIO/aspnetcore-angular-universal,1500
11,ASP.NET,mjebrahimi,Awesome-Microservices-NetCore,https://github.com/mjebrahimi/Awesome-Microservices-NetCore,1200
12,ASP.NET,TrilonIO,aspnetcore-Vue-starter,https://github.com/TrilonIO/aspnetcore-Vue-starter,1200
13,ASP.NET,lampo1024,DncZeus,https://github.com/lampo1024/DncZeus,1100
14,ASP.NET,MarimerLLC,csla,https://github.com/MarimerLLC/csla,925
15,ASP.NET,riganti,dotvvm,https://github.com/riganti/dotvvm,539
16,ASP.NET,cornflourblue,aspnet-core-3-jwt-authentication-api,https://github.com/cornflourblue/aspnet-core-3-jwt-authentication-api,511
17,ASP.NET,antonioCoco,SharPyShell,https://github.com/antonioCoco/SharPyShell,455
18,ASP.NET,chsakell,mvcarchitecture,https://github.com/chsakell/mvcarchitecture,441
19,ASP.NET,brthor,Gofer.NET,https://github.com/brthor/Gofer.NET,406
20,ASP.NET,YAFNET,YAFNET,https://github.com/YAFNET/YAFNET,383
21,ASP.NET,Maarten88,rrod,https://github.com/Maarten88/rrod,375
22,ASP.NET,SapphireDb,SapphireDb,https://github.com/SapphireDb/SapphireDb,348
23,ASP.NET,Taritsyn,WebMarkupMin,https://github.com/Taritsyn/WebMarkupMin,326
24,ASP.NET,IvanJosipovic,BlazorTable,https://github.com/IvanJosipovic/BlazorTable,316
25,ASP.NET,EEParker,aspnetcore-vueclimiddleware,https://github.com/EEParker/aspnetcore-vueclimiddleware,284
26,ASP.NET,ALMMa,datatables.aspnet,https://github.com/ALMMa/datatables.aspnet,283
27,ASP.NET,cornflourblue,aspnet-core-jwt-authentication-api,https://github.com/cornflourblue/aspnet-core-jwt-authentication-api,275
28,ASP.NET,chsakell,aspnet-core-identity,https://github.com/chsakell/aspnet-core-identity,262
29,ASP.NET,ElectronNET,electron.net-api-demos,https://github.com/ElectronNET/electron.net-api-demos,247
0,Atom,atom,atom,https://github.com/atom/atom,55800
1,Atom,dracula,dracula-theme,https://github.com/dracula/dracula-theme,16200
